no,lat,long,bp,er,site,feature
1,37.8136142,127.5179917,2360,30,가평 달전리 유적,22호 - 바닥 확인 후 수습
2,37.8136142,127.5179917,2430,40,가평 달전리 유적,25호 - 북벽 유구 수습
3,37.8136142,127.5179917,3110,60,가평 달전리 유적,36호 - 퇴적토 제거 중 수습
4,37.8136142,127.5179917,3140,60,가평 달전리 유적,39호 - 바닥
5,37.8136142,127.5179917,2530,80,가평 달전리 유적,9호 - 북벽 구덩이 중 중간 구덩이 수습
6,37.6828439,127.3797473,2805,20,가평 대성리 유적,청17호 주거지
7,37.6828439,127.3797473,2945,20,가평 대성리 유적,청25호 주거지
8,37.7670917,128.8866249,3100,50,강릉 교동주거지,2호 주거지
9,37.7670917,128.8866249,3230,50,강릉 교동주거지,3호 주거지
10,37.8648205,128.8293459,2760,60,강릉 방내리 가축위생처리장 신축부지 내 유적,10호 주거지
11,37.8648205,128.8293459,2920,50,강릉 방내리 가축위생처리장 신축부지 내 유적,11호 주거지
12,37.8648205,128.8293459,2850,60,강릉 방내리 가축위생처리장 신축부지 내 유적,13호 주거지
13,37.8648205,128.8293459,2790,60,강릉 방내리 가축위생처리장 신축부지 내 유적,14호 주거지
14,37.8648205,128.8293459,2780,60,강릉 방내리 가축위생처리장 신축부지 내 유적,15호 주거지
15,37.8648205,128.8293459,3100,50,강릉 방내리 가축위생처리장 신축부지 내 유적,1호 주거지
16,37.8648205,128.8293459,2740,50,강릉 방내리 가축위생처리장 신축부지 내 유적,2호 주거지
17,37.8648205,128.8293459,2800,60,강릉 방내리 가축위생처리장 신축부지 내 유적,3호 주거지
18,37.8648205,128.8293459,2890,50,강릉 방내리 가축위생처리장 신축부지 내 유적,4호 주거지
19,37.8648205,128.8293459,2890,60,강릉 방내리 가축위생처리장 신축부지 내 유적,5호 주거지
20,37.8648205,128.8293459,2960,50,강릉 방내리 가축위생처리장 신축부지 내 유적,6호 주거지
21,37.8648205,128.8293459,2910,50,강릉 방내리 가축위생처리장 신축부지 내 유적,7호 주거지
22,37.8648205,128.8293459,2720,50,강릉 방내리 가축위생처리장 신축부지 내 유적,8호 주거지
23,37.8648205,128.8293459,2760,50,강릉 방내리 가축위생처리장 신축부지 내 유적,9호 주거지
24,37.8632904,128.8291106,2650,170,강릉 방내리 주거지,1호 주거지
25,37.8632904,128.8291106,2710,110,강릉 방내리 주거지,2호 주거지
26,37.8632904,128.8291106,2930,50,강릉 방내리 주거지,3호 주거지
27,37.8632904,128.8291106,2500,50,강릉 방내리 주거지,4호 주거지
28,37.8120426,128.8528844,2450,60,강릉 방동리 유적,과학산업단지 A-10 주거지
29,37.8120426,128.8528844,2440,40,강릉 방동리 유적,과학산업단지 A-2 주거지
30,37.7568629,128.9388957,2825,25,강릉 병산동 유적,청1호 주거지
31,37.8478763,128.8482952,2855,20,강릉 연곡면 동덕리 산23번지 공장신축부지내 유적,2호
32,37.8478763,128.8482952,2865,20,강릉 연곡면 동덕리 산23번지 공장신축부지내 유적,3호
33,37.8478763,128.8482952,2930,20,강릉 연곡면 동덕리 산23번지 공장신축부지내 유적(홍천 동막리 유적),1호
34,37.7378566,128.8729348,2460,20,강릉 회산동 유적,YMKH-1 청동기 주거지
35,37.7862355,126.4247906,2170,30,강화 장정리유적,A-4지점 2호
36,37.7862355,126.4247906,2500,30,강화 장정리유적,A-4지점 4호
37,35.5504005,129.1387864,2830,40,경부고속철 울산역사 광장부지 ,경부고속철 울산역사 광장부지 C구역 주거지 2호
38,35.5504005,129.1387864,2800,40,경부고속철 울산역사 광장부지 ,경부고속철 울산역사 광장부지 C구역 주거지 4호
39,35.5504005,129.1387864,2850,40,경부고속철 울산역사 광장부지 ,경부고속철 울산역사 광장부지 C구역 주거지 5호
40,35.5504005,129.1387864,2840,40,경부고속철 울산역사 광장부지 ,경부고속철 울산역사 광장부지 C구역 주거지 6호
41,35.5537429,129.1385612,3050,50,경부고속철도 울산역사 증용지(E∙E-1지구) 내 언양 신화리 유적,E-1지구 청동기시대 10호 주거지
42,35.5537429,129.1385612,2910,50,경부고속철도 울산역사 증용지(E∙E-1지구) 내 언양 신화리 유적,E-1지구 청동기시대 15호 주거지
43,35.5537429,129.1385612,2900,50,경부고속철도 울산역사 증용지(E∙E-1지구) 내 언양 신화리 유적,E-1지구 청동기시대 16호 주거지
44,35.5537429,129.1385612,2760,50,경부고속철도 울산역사 증용지(E∙E-1지구) 내 언양 신화리 유적,E-1지구 청동기시대 18호 주거지
45,35.5537429,129.1385612,2880,50,경부고속철도 울산역사 증용지(E∙E-1지구) 내 언양 신화리 유적,E-1지구 청동기시대 1호 주거지
46,35.5537429,129.1385612,2880,50,경부고속철도 울산역사 증용지(E∙E-1지구) 내 언양 신화리 유적,E-1지구 청동기시대 23호 주거지
47,35.5537429,129.1385612,2870,50,경부고속철도 울산역사 증용지(E∙E-1지구) 내 언양 신화리 유적,E-1지구 청동기시대 24호 주거지
48,35.5537429,129.1385612,2740,50,경부고속철도 울산역사 증용지(E∙E-1지구) 내 언양 신화리 유적,E-1지구 청동기시대 4호 주거지
49,35.5537429,129.1385612,2660,60,경부고속철도 울산역사 증용지(E∙E-1지구) 내 언양 신화리 유적,E지구 청동기시대 15호 주거지
50,35.5537429,129.1385612,3010,60,경부고속철도 울산역사 증용지(E∙E-1지구) 내 언양 신화리 유적,E지구 청동기시대 1호 주거지
51,35.5537429,129.1385612,2840,50,경부고속철도 울산역사 증용지(E∙E-1지구) 내 언양 신화리 유적,E지구 청동기시대 29호 주거지
52,35.5537429,129.1385612,2580,60,경부고속철도 울산역사 증용지(E∙E-1지구) 내 언양 신화리 유적,E지구 청동기시대 37호 주거지
53,35.5537429,129.1385612,2760,60,경부고속철도 울산역사 증용지(E∙E-1지구) 내 언양 신화리 유적,E지구 청동기시대 45호 주거지
54,35.5537429,129.1385612,2620,60,경부고속철도 울산역사 증용지(E∙E-1지구) 내 언양 신화리 유적,E지구 청동기시대 51호 주거지
55,35.5537429,129.1385612,2690,50,경부고속철도 울산역사 증용지(E∙E-1지구) 내 언양 신화리 유적,경부고속철 울산역사 2차 E-1구간 주거지 23호①
56,35.9032203,128.8512652,3080,60,경산 내리리 유적(Ⅰ-Ⅱ),1구역 주거지 3호
57,35.9032203,128.8512652,2950,60,경산 내리리 유적(Ⅰ-Ⅱ),1구역 주거지 4호
58,35.9032203,128.8512652,2770,50,경산 내리리 유적(Ⅰ-Ⅱ),1구역 주거지 5호
59,35.9032203,128.8512652,2590,60,경산 내리리 유적(Ⅰ-Ⅱ),1구역 주거지 7호
60,35.9032203,128.8512652,2930,60,경산 내리리 유적(Ⅰ-Ⅱ),2-2구역 주거지 9호
61,35.8147844,128.7304619,2640,60,경산 옥곡동 유적 Ⅰ,A주거지 11호(O.K. 주거지 22호)
62,35.8147844,128.7304619,2720,40,경산 옥곡동 유적 Ⅰ,A주거지 13호(O.K. 주거지 20호)
63,35.8147844,128.7304619,2720,70,경산 옥곡동 유적 Ⅰ,A주거지 17호(O.K. 주거지 13호)
64,35.8147844,128.7304619,2610,40,경산 옥곡동 유적 Ⅰ,A주거지 38호(O.K. 1구역 남-주거지 6호)
65,35.8147844,128.7304619,3070,40,경산 옥곡동 유적 Ⅰ,B주거지 39호(O.K. 3구역 수혈 2호)
66,35.8147844,128.7304619,2700,40,경산 옥곡동 유적 Ⅳ,Ⅱ구역A형 주거지 23호(O.K. 2구역 주거지 21호)
67,35.8147844,128.7304619,2820,30,경산 옥곡동 유적 Ⅳ,Ⅱ구역A형 주거지 3호(O.K. 2구역 주거지 1호)
68,35.8232419,128.7171108,2790,60,경산 옥산동 300번지 유적,22호 주거지
69,35.8232419,128.7171108,2540,50,경산 옥산동 300번지 유적,주거지 27호
70,35.8232419,128.7171108,2580,50,경산 옥산동 300번지 유적,주거지 33호
71,35.8341272,128.7203753,2790,50,경산 중산동 160-1번지 생활유적,1구역 주거지 1호
72,35.8341272,128.7203753,2740,50,경산 중산동 160-1번지 생활유적,1구역 주거지 2호
73,35.8214393,129.1534258,2480,60,경주 광명동 청동기시대 취락유적,2호 주거지
74,35.8214393,129.1534258,2760,50,경주 광명동 청동기시대 취락유적,8호 주거지
75,35.6970459,129.3062667,2730,30,경주 구어리 산65-4유적,1지구 3호 주거지
76,35.6970459,129.3062667,2680,30,경주 구어리 산65-4유적,1지구 4호 주거지
77,35.6970459,129.3062667,2630,30,경주 구어리 산65-4유적,2지구 2호 주거지
78,35.6970459,129.3062667,2680,40,경주 구어리 산65-4유적,2지구 4호 주거지
79,35.6970459,129.3062667,2770,30,경주 구어리 산65-4유적,2지구 6호 주거지
80,35.878763,129.1892121,2610,40,경주 금장리 생활유적,경주 금장-하구간4차로 확포장공사 구간내 주거지 1호
81,35.7203293,129.2973823,2670,40,경주 냉천리유적,15호 청동기시대 주거지
82,35.7203293,129.2973823,2670,40,경주 냉천리유적,1호 청동기시대 주거지
83,35.7203293,129.2973823,2770,40,경주 냉천리유적,20호 청동기시대 주거지
84,35.7203293,129.2973823,2430,50,경주 냉천리유적,25호 청동기시대 주거지
85,35.7517855,129.1864786,3010,60,경주 덕천리 유적 Ⅰ,20호 주거지 G.D.-13
86,35.7517855,129.1864786,2740,50,경주 덕천리 유적 Ⅰ,26호 주거지 G.D.-21
87,35.7517855,129.1864786,2850,50,경주 덕천리 유적 Ⅰ,8호 주거지 G.D.-3
88,35.7517855,129.1864786,2510,60,경주 덕천리 유적 Ⅰ,9호 주거지 G.D.-4
89,35.8980757,129.2701583,2610,50,경주 동산리 유적Ⅰ,주거지 22호
90,35.8980757,129.2701583,2510,60,경주 동산리 유적Ⅰ,주거지 24호
91,35.8980757,129.2701583,2640,50,경주 동산리 유적Ⅰ,주거지 31호
92,35.8980757,129.2701583,2790,60,경주 동산리 유적Ⅰ,주거지 33호
93,35.8980757,129.2701583,2600,50,경주 동산리 유적Ⅰ,주거지 7호
94,35.8156317,129.114514,2775,20,경주 모량·방내리 도시유적,A-1구역 10호 주거지
95,35.8156317,129.114514,2705,20,경주 모량·방내리 도시유적,A-1구역 13호 주거지
96,35.8156317,129.114514,2740,20,경주 모량·방내리 도시유적,A-1구역 14호 주거지
97,35.8169435,129.1370876,2900,50,경주 모량리유적,A-1구역 1호주거지
98,35.8169435,129.1370876,2680,50,경주 모량리유적,A-2구역 18호주거지
99,35.8169435,129.1370876,2810,50,경주 모량리유적,A-2구역 7호주거지
100,35.6728863,129.3204849,2800,50,경주 문산리 유적,III구역 10호 수혈 주거지(8)
101,35.6728863,129.3204849,2500,50,경주 문산리 유적,III구역 13호 수혈주거지(9)
102,35.6728863,129.3204849,2520,60,경주 문산리 유적,III구역 14호 수혈주거지-1(10)
103,35.6728863,129.3204849,2970,50,경주 문산리 유적,III구역 14호 수혈주거지-2(11)
104,35.6728863,129.3204849,2900,60,경주 문산리 유적,III구역 1호 수혈 주거지 (6) 
105,35.6728863,129.3204849,2900,60,경주 문산리 유적,III구역 2호 수혈 주거지 (7) 
106,35.6728863,129.3204849,2890,50,경주 문산리 유적,IV구역 2호 수혈주거지(12)
107,35.6696509,129.3219404,2710,60,경주 문산리 유적Ⅰ,가-주거지 17호
108,35.6696509,129.3219404,2590,50,경주 문산리 유적Ⅰ,가-주거지 4호
109,35.6696509,129.3219404,2790,50,경주 문산리 유적Ⅰ,나-주거지 14호
110,35.6696509,129.3219404,2650,50,경주 문산리 유적Ⅰ,나-주거지 29호
111,35.6686894,129.3206985,3100,60,경주 문산리유적Ⅱ,A-1구역 2호 주거지 북서장벽 아래 중앙
112,35.6686894,129.3206985,2410,50,경주 문산리유적Ⅱ,A-2구역 1호주거지 바닥 중앙
113,35.6686894,129.3206985,2790,50,경주 문산리유적Ⅱ,C구역 2호 주거지 장단벽 모서리아래
114,35.6686894,129.3206985,3150,50,경주 문산리유적Ⅱ,H구역 1호 주거지 북단벽 아래
115,35.6686894,129.3206985,2340,50,경주 문산리유적Ⅱ,H구역 3호 주거지 남단벽 아래
116,35.8177695,129.1049509,2850,60,경주 방내리 생활유적,1-4호 주거지 G.B-1
117,35.722623,129.4802092,2440,60,경주 봉길리 유적(영문연),10호 주거지
118,35.722623,129.4802092,2360,40,경주 봉길리 유적(영문연),5호 주거지
119,35.722623,129.4802092,2730,30,경주 봉길리 유적(영문연),9호 주거지
120,35.726646,129.481621,2850,50,경주 봉길리유적(성림),6호주거지
121,35.726646,129.481621,2650,40,경주 봉길리유적(성림),9호 주거지
122,35.9928525,129.2206818,2630,50,경주 산대리유적,산대리 1호 주거지
123,35.9928525,129.2206818,2670,50,경주 산대리유적,산대리 5호 주거지
124,35.6649372,129.3074099,2760,60,경주 석계리 청동기시대 취락유적,1-B구역 주거지 4호 ①
125,35.6649372,129.3074099,2750,50,경주 석계리 청동기시대 취락유적,1-B구역 주거지 8호 ②-2
126,35.859953,129.1814113,2560,30,경주 석장동 신라묘군,1호 수혈주거지
127,35.858522,129.2964944,2760,50,경주 손곡동·물산리 유적,4호 청동기시대 주거지
128,35.8337396,129.0756172,2960,60,경주 송선리 유적,10호 주거지 G.G.S 5
129,35.8337396,129.0756172,2890,40,경주 송선리 유적,11호 주거지 G.G.S 6
130,35.8337396,129.0756172,2860,40,경주 송선리 유적,1호 주거지 G.G.S-1
131,35.8337396,129.0756172,2830,150,경주 송선리 유적,7호 주거지 G.G.S-2
132,35.8337396,129.0756172,2760,40,경주 송선리 유적,8호 주거지 G.G.S.3
133,35.8337396,129.0756172,2820,40,경주 송선리 유적,9호 주거지 G.G.S 4
134,35.8847222,129.2351142,2910,60,경주 신당리 883-1번지 유적,단독주택건립부지내 1호 주거지
135,35.7842262,129.4310908,2730,40,경주 어일리 산35-1번지 유적,경주 어일리 13호 주거지
136,35.7842262,129.4310908,2710,40,경주 어일리 산35-1번지 유적,경주 어일리 20호 주거지
137,35.7842262,129.4310908,2600,50,경주 어일리 산35-1번지 유적,경주 어일리 24호 주거지
138,35.7842262,129.4310908,2590,40,경주 어일리 산35-1번지 유적,경주 어일리 31호 주거지
139,35.7842262,129.4310908,2720,40,경주 어일리 산35-1번지 유적,경주 어일리 42호 주거지
140,35.7842262,129.4310908,2700,40,경주 어일리 산35-1번지 유적,경주 어일리 48호 주거지
141,35.7842262,129.4310908,2660,50,경주 어일리 산35-1번지 유적,경주 어일리 54호 주거지
142,35.7842262,129.4310908,2710,40,경주 어일리 산35-1번지 유적,경주 어일리 7호 주거지
143,35.7842262,129.4310908,2540,50,경주 어일리 산35-1번지 유적,경주 어일리 81호 주거지
144,35.7842262,129.4310908,2690,50,경주 어일리 산35-1번지 유적,경주 어일리 86호 주거지
145,35.7842262,129.4310908,2730,50,경주 어일리 산35-1번지 유적,경주 어일리 91호 주거지
146,35.7842262,129.4310908,2720,40,경주 어일리 산35-1번지 유적,경주 어일리 96호 주거지
147,35.7805799,129.4202651,2790,40,경주 어일리유적(B구역),경주 신월성원자력 B구역 주거지 106호
148,35.7805799,129.4202651,2890,40,경주 어일리유적(B구역),경주 신월성원자력 B구역 주거지 108호
149,35.7805799,129.4202651,2810,50,경주 어일리유적(B구역),경주 신월성원자력 B구역 주거지 16호
150,35.7805799,129.4202651,2730,50,경주 어일리유적(B구역),경주 신월성원자력 B구역 주거지 18호
151,35.7805799,129.4202651,2930,50,경주 어일리유적(B구역),경주 신월성원자력 B구역 주거지 1호
152,35.7805799,129.4202651,2610,40,경주 어일리유적(B구역),경주 신월성원자력 B구역 주거지 30호
153,35.7805799,129.4202651,2860,40,경주 어일리유적(B구역),경주 신월성원자력 B구역 주거지 33호
154,35.7805799,129.4202651,2710,40,경주 어일리유적(B구역),경주 신월성원자력 B구역 주거지 38호
155,35.7805799,129.4202651,2840,40,경주 어일리유적(B구역),경주 신월성원자력 B구역 주거지 48호
156,35.7805799,129.4202651,2800,50,경주 어일리유적(B구역),경주 신월성원자력 B구역 주거지 54호
157,35.7805799,129.4202651,2570,40,경주 어일리유적(B구역),경주 신월성원자력 B구역 주거지 62호
158,35.7805799,129.4202651,2790,50,경주 어일리유적(B구역),경주 신월성원자력 B구역 주거지 70호
159,35.7805799,129.4202651,2920,50,경주 어일리유적(B구역),경주 신월성원자력 B구역 주거지 79호
160,35.7841932,129.4486004,2730,40,경주 어일리유적Ⅰ-Ⅳ,A-Ⅰ-10호 주거지
161,35.7841932,129.4486004,2700,40,경주 어일리유적Ⅰ-Ⅳ,A-Ⅰ-21호 주거지
162,35.7841932,129.4486004,2660,50,경주 어일리유적Ⅰ-Ⅳ,A-Ⅱ-10호 주거지
163,35.7841932,129.4486004,2540,40,경주 어일리유적Ⅰ-Ⅳ,A-Ⅱ-42호 주거지
164,35.7841932,129.4486004,2690,50,경주 어일리유적Ⅰ-Ⅳ,A-Ⅱ-73호 주거지
165,35.7841932,129.4486004,2810,40,경주 어일리유적Ⅰ-Ⅳ,A-Ⅱ-79호 주거지
166,35.7841932,129.4486004,2840,50,경주 어일리유적Ⅰ-Ⅳ,A-Ⅲ-2호 주거지
167,35.7841932,129.4486004,2740,50,경주 어일리유적Ⅰ-Ⅳ,E-20호 주거지
168,35.7841932,129.4486004,2700,50,경주 어일리유적Ⅰ-Ⅳ,E-3호 주거지
169,35.7841932,129.4486004,2640,40,경주 어일리유적Ⅰ-Ⅳ,F-1호 주거지
170,35.7841932,129.4486004,2690,40,경주 어일리유적Ⅰ-Ⅳ,F-3호 주거지
171,35.8768363,129.2322089,2750,50,경주 용강동 청동기시대 취락유적,19호주거지
172,35.8768363,129.2322089,2850,50,경주 용강동 청동기시대 취락유적,23호 주거지
173,35.8768363,129.2322089,2690,50,경주 용강동 청동기시대 취락유적,42호 주거지
174,35.8768363,129.2322089,2860,50,경주 용강동 청동기시대 취락유적,9호주거지
175,35.7891484,129.205039,2700,80,경주 용장리 월성박씨 재실 건립부지 내 유적,목탄 #4 (주거지 1호 시료 #1)
176,35.7288472,129.1920606,2805,20,경주 월산리 취락,1호 주거지
177,35.7288472,129.1920606,2830,25,경주 월산리 취락,4호 주거지
178,35.7457391,129.1924278,2715,20,경주 이조리 취락,7호 주거지
179,35.7457391,129.1924278,2715,20,경주 이조리 취락,8호 주거지
180,35.7427673,129.3098993,2660,50,경주 죽동리 유적,2호 청동기시대주거지
181,35.7427673,129.3098993,2850,50,경주 죽동리 유적,3호 청동기시대주거지
182,35.7427673,129.3098993,3480,60,경주 죽동리 유적,4호 청동기시대주거지
183,35.7427673,129.3098993,2470,60,경주 죽동리 유적,5호 청동기시대주거지
184,35.7427673,129.3098993,2820,60,경주 죽동리 유적,6호 청동기시대주거지
185,35.7427673,129.3098993,2910,60,경주 죽동리 유적,7호 청동기시대주거지
186,35.7868527,129.3177572,2340,50,경주 진현동유적,경주-감포2 국도건설구간 A구역 발굴조사 주거지 1호
187,35.7868527,129.3177572,2320,50,경주 진현동유적,경주-감포2 국도건설구간 A구역 발굴조사 주거지 4호
188,35.7868527,129.3177572,2640,80,경주 진현동유적,경주-감포2 국도건설구간 A구역 발굴조사 주거지 5호
189,35.8328239,129.2846078,2680,50,경주 천군동 청동기시대 생활유적,1구역 1호 주거지
190,35.8328239,129.2846078,2990,60,경주 천군동 청동기시대 생활유적,1구역 3호 주거지
191,35.8328239,129.2846078,2890,50,경주 천군동 청동기시대 생활유적,1구역 4호 주거지
192,35.8175912,129.270319,2750,50,경주 천군동 청동기시대 취락유적,21호 주거지
193,35.8175912,129.270319,2630,60,경주 천군동 청동기시대 취락유적,27호 주거지
194,35.8175912,129.270319,2480,60,경주 천군동 청동기시대 취락유적,4호 주거지
195,35.8175912,129.270319,2800,60,경주 천군동 청동기시대 취락유적,9호 주거지
196,35.8216965,129.2703977,2610,60,경주 천군동 피막 유적,라지구 1호 주거지
197,35.8400615,129.1913073,2590,60,경주 충효동 100-14번지 유적 -A지구-,(주거지 2호) 북벽중앙
198,35.8400615,129.1913073,2540,50,경주 충효동 100-14번지 유적 -A지구-,(주거지 7호) 중앙
199,35.8400615,129.1913073,2720,50,경주 충효동 100-14번지 유적 -A지구-,(주거지 8호) 동벽중앙
200,35.8376651,129.1609028,2540,50,경주 충효동 산156번지 유적,G.C 충효.-1
201,35.8376651,129.1609028,2670,50,경주 충효동 산156번지 유적,G.C 충효.-2
202,35.8376651,129.1609028,2890,60,경주 충효동 산156번지 유적,G.C 충효.-3
203,35.8477283,129.1669099,2370,60,경주 충효동 유적,10호 주거지
204,35.8477283,129.1669099,2290,60,경주 충효동 유적,14호 주거지
205,35.8477283,129.1669099,2620,50,경주 충효동 유적,1호 주거지
206,35.8477283,129.1669099,2540,60,경주 충효동 유적,2호 주거지
207,35.8477283,129.1669099,2690,60,경주 충효동 유적,5호 주거지
208,35.8477283,129.1669099,2400,50,경주 충효동 유적,7호 주거지
209,35.8152538,129.216065,2630,40,경주 탑동 726-1번지유적,청동기시대 주거지 1호
210,35.8152538,129.216065,2420,40,경주 탑동 726-1번지유적,청동기시대 주거지 2호
211,35.8152538,129.216065,2650,40,경주 탑동 726-1번지유적,청동기시대 주거지 4호
212,35.8805852,129.1771593,2690,50,경주 하구리유적,A-10호 주거지 
213,35.8805852,129.1771593,2750,50,경주 하구리유적,A-1호 주거지 
214,35.8805852,129.1771593,2630,50,경주 하구리유적,A-5호 주거지 
215,35.8879817,129.146505,2800,60,경주 현곡면 하구리 축사신축부지내 유적,목탄시료(주거지 5호) #1
216,35.8879817,129.146505,1770,50,경주 현곡면 하구리 축사신축부지내 유적,목탄시료(주거지 6호) #2
217,35.9252963,129.2458643,2690,40,경주 화산리 산176-8번지 유적·경주 화산리 산185-1번지,경주 화산리 산185-1번지 발굴-3호 수혈주거지
218,35.814925,129.1387551,2950,40,경주 화천리 산251-1유적(Ⅰ-Ⅲ),2호 주거지(1)
219,35.814925,129.1387551,2610,40,경주 화천리 산251-1유적(Ⅰ-Ⅲ),3호 주거지(2)
220,35.7979495,129.1394045,2980,60,경주 화천리 유적,10호 주거지 시료-9
221,35.7979495,129.1394045,2620,50,경주 화천리 유적,11호 주거지 시료-10
222,35.7979495,129.1394045,2680,60,경주 화천리 유적,3호 주거지 시료-3
223,35.7979495,129.1394045,2700,60,경주 화천리 유적,4호 주거지 시료-4
224,35.7979495,129.1394045,2780,50,경주 화천리 유적,7호 주거지 시료-5
225,35.7979495,129.1394045,2720,60,경주 화천리 유적,8호 주거지 시료-6
226,36.2486809,127.2704359,2460,50,계룡 입암리유적,청동기시대 10호
227,36.2486809,127.2704359,2670,70,계룡 입암리유적,청동기시대 12호
228,36.2486809,127.2704359,2450,60,계룡 입암리유적,청동기시대 13호
229,36.2486809,127.2704359,2450,70,계룡 입암리유적,청동기시대 16호
230,36.2486809,127.2704359,2540,50,계룡 입암리유적,청동기시대 21호
231,35.7412483,128.2707599,2550,60,고령 쾌빈리 유적,1호 주거지
232,35.7412483,128.2707599,2480,60,고령 쾌빈리 유적,2호 주거지
233,38.3979637,128.4640321,2820,50,고성 대대리 유적,1호 YMGA-11
234,38.3979637,128.4640321,2900,50,고성 대대리 유적,2호 YMGA-12
235,38.3979637,128.4640321,2840,60,고성 대대리 유적,3호 YMGA-13
236,38.3979637,128.4640321,2870,50,고성 대대리 유적,4호 YMGA-14
237,38.5632379,128.3973347,3200,50,고성 제진리 취락Ⅱ,B-1호 주거지
238,38.4827613,128.4219324,2510,50,"고성 초도리Ⅱ, 화포리 유적",초도리 1호 주거지
239,38.4827613,128.4219324,2460,50,"고성 초도리Ⅱ, 화포리 유적",초도리 2호 주거지
240,38.4827613,128.4219324,2370,50,"고성 초도리Ⅱ, 화포리 유적",초도리 6호 주거지
241,38.4827613,128.4219324,2580,50,"고성 초도리Ⅱ, 화포리 유적",초도리 8호 주거지
242,38.4523424,128.4352731,2550,50,"고성 초도리Ⅱ, 화포리 유적",화포리 Ⅱ 1호 주거지
243,38.4523424,128.4352731,2730,50,"고성 초도리Ⅱ, 화포리 유적",화포리Ⅰ 2호 주거지
244,37.6237161,126.8621102,2420,50,고양 도내동 도당유적,1-1호
245,37.6237161,126.8621102,2440,40,고양 도내동 도당유적,2-10호
246,37.6237161,126.8621102,2460,50,고양 도내동 도당유적,3-11호
247,37.6237161,126.8621102,2440,50,고양 도내동 도당유적,3-5호
248,37.6237161,126.8621102,2620,60,고양 도내동 도당유적,3-7호
249,37.6237161,126.8621102,2480,50,고양 도내동 도당유적,3-8호
250,37.6321711,126.8591758,2545,20,고양 도내동 유적,1-10호 주거지
251,37.6321711,126.8591758,2495,20,고양 도내동 유적,1-1호 주거지
252,37.6321711,126.8591758,2650,20,고양 도내동 유적,1-6호 주거지
253,37.6321711,126.8591758,2545,20,고양 도내동 유적,1-7호 주거지
254,37.6321711,126.8591758,2615,20,고양 도내동 유적,2-1호 주거지
255,37.6321711,126.8591758,2460,20,고양 도내동 유적,2-2호 주거지
256,37.6321711,126.8591758,2495,20,고양 도내동 유적,2-5호 주거지
257,35.419722,126.6753291,2495,20,고창 봉산리 황산유적Ⅲ,2구역 27호 주거지
258,35.419722,126.6753291,2750,20,고창 봉산리 황산유적Ⅲ,2구역 34호 주거지
259,35.419722,126.6753291,2730,20,고창 봉산리 황산유적Ⅲ,2구역 66호 주거지
260,35.3341688,126.5897051,1860,40,고창 산정리유적(고창의 주거지Ⅰ),산정리7(1호 주거지)
261,35.5165818,126.6876031,2510,20,고창 석교리유적Ⅱ,9호 북측 바닥면
262,35.4339909,126.4677481,2450,30,"고창 석남리유적(고창 자룡리, 석남리유적)",1-1호 주거지 바닥층
263,35.4339909,126.4677481,2530,30,"고창 석남리유적(고창 자룡리, 석남리유적)",1호 주거지 바닥층
264,35.4339909,126.4677481,2640,50,"고창 석남리유적(고창 자룡리, 석남리유적)",2호 주거지 화덕
265,34.806929,127.350424,2500,20,고흥 장덕리 장동,1호
266,34.806929,127.350424,2480,20,고흥 장덕리 장동,5호
267,35.2897299,127.3184457,2290,40,곡성 대평리 유적,N-17 (17호 주거지)
268,35.2897299,127.3184457,2370,40,곡성 대평리 유적,N-20 (3호 주거지)
269,35.267659,127.3213428,2640,60,곡성 오지리 유적,청-12호
270,35.267659,127.3213428,2710,50,곡성 오지리 유적,청-14호
271,35.267659,127.3213428,2670,60,곡성 오지리 유적,청-4호
272,35.267659,127.3213428,2650,50,곡성 오지리 유적,청-6호
273,36.489007,127.2506278,2580,50,공주 당암리 연기 송원리 유적,1-5 지점 (14) 5호
274,36.489007,127.2506278,2870,40,공주 당암리 연기 송원리 유적,20지점 11호
275,36.489007,127.2506278,2860,40,공주 당암리 연기 송원리 유적,20지점 1호
276,36.489007,127.2506278,2910,30,공주 당암리 연기 송원리 유적,20지점 2-1호 
277,36.489007,127.2506278,2870,30,공주 당암리 연기 송원리 유적,20지점 2호
278,36.489007,127.2506278,2380,30,공주 당암리 연기 송원리 유적,20지점 8호
279,36.2990263,127.0529447,2570,50,공주 덕지리 유적,I-1 지점 3호
280,36.3052652,127.0771261,2563,43,공주 장선리 토실유적,2호
281,36.5010321,127.2403869,2800,50,"공주 제천리, 당암리유적",13지점 가구역 1호(노지내 토기내부에서 확인된 목탄)
282,36.5010321,127.2403869,2890,50,"공주 제천리, 당암리유적",13지점 가구역 5호(저장공)
283,36.5010321,127.2403869,2580,50,"공주 제천리, 당암리유적","14지점 5호(유물 다량 포함된 흑색사질점토층 24번 유물아래, 행정중심복합도시 국제교류지역 생활권 2-1 지점 발굴조사 수습 목탄자료)"
284,36.5010321,127.2403869,2880,50,"공주 제천리, 당암리유적",5지점 라구역 1호(바닥면 C-C주공)
285,36.5010321,127.2403869,2850,50,"공주 제천리, 당암리유적",5지점 라구역 7호(10번 석재 아래 4cm 부근 바닥면)
286,36.5010321,127.2403869,2950,50,"공주 제천리, 당암리유적","5지점 마구역 3호 주거지(노지1, 2주변 내부 바닥면)"
