no,lat,long,bp,er,site,feature
727,36.2652813,127.031851,2440,40,부여 송국리Ⅷ -제14차 발굴조사-,68호 - 주거지 남쪽 바닥면
728,34.999792,126.9342751,2500,90,부여 송국리유적,54-3호주거지
729,36.2534253,127.0067565,2360,80,부여 증산리유적,1지점 01호
730,36.2534253,127.0067565,2740,110,부여 증산리유적,1지점 02호
731,36.2534253,127.0067565,2480,35,부여 증산리유적,1지점 03호
732,36.2534253,127.0067565,2510,35,부여 증산리유적,1지점 06호
733,36.2534253,127.0067565,2590,60,부여 증산리유적,1지점 07호
734,36.2534253,127.0067565,2310,90,부여 증산리유적,1지점 13호
735,37.5242593,126.8175697,2690,50,부천 고강동 선사유적(제 5차 발굴조사),10호 주거지
736,37.5242593,126.8175697,2910,70,부천 고강동 선사유적(제 5차 발굴조사),12호 주거지
737,37.5242593,126.8175697,2840,80,부천 고강동 선사유적(제 7차 발굴조사),14호주거지
738,35.3988703,128.0287214,2490,40,산청 가술리 월평유적,7호 주거지①
739,35.4171531,127.8545751,2490,50,산청 매촌리 유적,산청 금서 제2지구 수혈건물지 11호
740,35.4171531,127.8545751,2380,50,산청 매촌리 유적,산청 금서 제2지구 수혈건물지 7호
741,35.4863624,127.8261121,2835,25,산청 하촌리 유적,Ⅲ지구 주거지 02호
742,35.4863624,127.8261121,2825,25,산청 하촌리 유적,Ⅲ지구 주거지 04호
743,35.4863624,127.8261121,2680,25,산청 하촌리 유적,Ⅲ지구 주거지 07호
744,35.4863624,127.8261121,2700,25,산청 하촌리 유적,Ⅲ지구 주거지 12호
745,35.4863624,127.8261121,2730,20,산청 하촌리 유적,Ⅲ지구 주거지 15호
746,37.1668373,129.3451956,2630,40,삼척 호산리 유적,B-1구역 청주 1호
747,36.4193851,128.1701423,2920,40,상주 복룡동 256번지 유적,B4Grid 주거지 1호
748,36.8142301,126.5686758,2890,40,서산 갈산리 산 19-6유적,청동기시대 1호 주거지
749,36.8142301,126.5686758,2810,40,서산 갈산리 산 19-6유적,청동기시대 3호 주거지
750,36.7117777,126.5023675,2830,70,서산 기지리유적,12호주거지 노지 내
751,36.7117777,126.5023675,2610,70,서산 기지리유적,13호주거지 수혈바닥면
752,36.7117777,126.5023675,2710,50,서산 기지리유적,16호주거지 바닥
753,36.7117777,126.5023675,2780,50,서산 기지리유적,19호주거지 노지 내
754,36.7117777,126.5023675,2740,60,서산 기지리유적,1호
755,36.7117777,126.5023675,2830,70,서산 기지리유적,22호주거지 바닥면
756,36.7117777,126.5023675,2700,70,서산 기지리유적,27호주거지 바닥면
757,36.7117777,126.5023675,2300,60,서산 기지리유적,37호주거지 바닥면
758,36.7117777,126.5023675,2480,60,서산 기지리유적,38호주거지 바닥면
759,36.7117777,126.5023675,2600,50,서산 기지리유적,40호주거지 토층중앙보
760,36.7117777,126.5023675,2690,70,서산 기지리유적,4호주거지 중앙노지 내
761,36.7117777,126.5023675,2800,60,서산 기지리유적,8호주거지 바닥면
762,36.785827,126.5217391,2750,40,서산 부장리유적,I-18호주거지(18호 장방형유구)
763,36.785827,126.5217391,3150,60,서산 부장리유적,I-42호주거지(42호 장방형유구)
764,36.7934764,126.4829429,2490,50,서산 상홍리 숯가마터 도당리 유적,청동기시대 10호 주거지
765,36.7934764,126.4829429,2690,40,서산 상홍리 숯가마터 도당리 유적,청동기시대 1호 주거지
766,36.7934764,126.4829429,2450,40,서산 상홍리 숯가마터 도당리 유적,청동기시대 6호 주거지(재층)
767,36.6497723,126.5421558,2810,60,서산 신송리유적,12호
768,36.6497723,126.5421558,2670,60,서산 신송리유적,13호
769,36.6497723,126.5421558,2540,50,서산 신송리유적,3호
770,36.6497723,126.5421558,2490,50,서산 신송리유적,7호
771,36.8268855,126.4581085,2870,60,서산 왕정리유적,Ⅰ유적 11호
772,36.8268855,126.4581085,2850,50,서산 왕정리유적,Ⅰ유적 5호
773,36.8268855,126.4581085,2880,50,서산 왕정리유적,Ⅱ유적 1호
774,36.8268855,126.4581085,2800,60,서산 왕정리유적,Ⅱ유적 3호
775,36.8268855,126.4581085,2810,50,서산 왕정리유적,Ⅱ유적 4호
776,36.1395124,126.6804799,2610,50,서천 문곡리유적,2호
777,36.1395124,126.6804799,2500,50,서천 문곡리유적,3호
778,36.1281892,126.767964,2630,40,서천 봉선리,3-2지역 3호 바닥면
779,36.1281892,126.767964,2720,40,서천 봉선리,3-3지역 1호 바닥면 30cm 상위 탄층
780,36.0333101,126.7181111,2190,150,서천 송내리 유적,Ⅰ-주12호
781,36.0105645,126.7002835,2640,60,서천 옥남리 유적 날머리 갓재골 원개들 우아실(갓재골 유적),청동기시대 6호 주거지
782,36.0593349,126.7735629,2800,40,서천 추동리 유적,A-2호 주거지
783,36.0577352,126.7797451,2520,60,서천 추동리유적(Ⅲ지역),1호
784,36.0577352,126.7797451,2490,60,서천 추동리유적(Ⅲ지역),3호
785,36.7362714,127.2259678,2650,50,석곡리 유적,KC-001
786,36.7362714,127.2259678,2520,40,석곡리 유적,KC-002
787,36.7362714,127.2259678,2490,40,석곡리 유적,KC-003
788,36.88797,127.5207714,2740,30,석장리 I지점 청동기시대,1호 주거지
789,37.4202477,127.1319657,2660,40,성남 여수동 유적,2구역 청동기시대 3호 주거지
790,37.4202477,127.1319657,2730,60,성남 여수동 유적,2구역 청동기시대 6호 주거지
791,36.4967953,127.1845281,2810,40,세종 도계리 유적,청동기 주거지
792,36.5163355,127.337575,2840,40,세종 세종리 평촌유적,70-2지점 1호 주거지 바닥
793,38.1902382,128.5709073,2830,60,속초 조양동 주거지,5호 주거지
794,36.2664381,127.0304821,2372,17,송국리ⅩⅥ,청동기시대 111호 주거지
795,36.2664381,127.0304821,2538,20,송국리ⅩⅥ,청동기시대 112호 주거지
796,36.2652813,127.031851,2500,57,송국리X,78호 
797,36.2652813,127.031851,2429,55,송국리X,81호
798,36.2652813,127.031851,2490,53,송국리X,82호
799,36.2652813,127.031851,2520,40,송국리XI,89호
800,36.2255946,126.7980112,2660,80,송학리'나'유적 ,KC-004
801,37.3190085,126.9836556,3170,40,수원 이목동 유적,2호 주거지
802,37.262171,126.9464499,3020,50,수원 호매실동∙금곡동 유적,6지점 청동기시대 주거지
803,37.262171,126.9464499,2890,60,수원 호매실동∙금곡동 유적,청동기 12호 주거지
804,37.262171,126.9464499,2900,50,수원 호매실동∙금곡동 유적,청동기 17호 주거지
805,37.262171,126.9464499,2790,60,수원 호매실동∙금곡동 유적,청동기 18호 주거지
806,37.262171,126.9464499,2790,50,수원 호매실동∙금곡동 유적,청동기 1호 주거지
807,37.262171,126.9464499,2740,50,수원 호매실동∙금곡동 유적,청동기 20호 주거지
808,37.262171,126.9464499,2780,50,수원 호매실동∙금곡동 유적,청동기 2호 주거지
809,37.262171,126.9464499,2730,60,수원 호매실동∙금곡동 유적,청동기 3호 주거지
810,37.262171,126.9464499,2700,60,수원 호매실동∙금곡동 유적,청동기 4호 주거지
811,37.262171,126.9464499,2850,60,수원 호매실동∙금곡동 유적,청동기 5호 주거지
812,37.262171,126.9464499,2800,60,수원 호매실동∙금곡동 유적,청동기 7호 주거지
813,37.262171,126.9464499,2850,60,수원 호매실동∙금곡동 유적,청동기 8호 주거지
814,35.3685583,127.110438,2765,25,순창 백산리유적,3호 주거지
815,34.980393,127.485078,1720,50,순천 가곡동 유적,18호
816,34.980393,127.485078,2500,50,순천 가곡동 유적,2호
817,34.9463753,127.5099072,2550,50,순천 덕암동 유적 Ⅱ,4호
818,34.9242226,127.4631605,2820,50,순천 마륜리 마륜유적,1구역 3호 주거지
819,34.9242226,127.4631605,2920,50,순천 마륜리 마륜유적,2구역 1호 주거지
820,35.1392899,127.4342351,2830,20,순천 쌍암∙봉곡유적(쌍암유적),1호 주거지
821,34.861381,127.468856,2380,100,승주 대곡리 도롱(승주 대곡리 집자리),광박 10호 내부
822,37.4505166,126.818235,2410,40,시흥 계수동 안골 유적,1호
823,37.4505166,126.818235,2830,30,시흥 계수동 안골 유적,2호
824,37.4505166,126.818235,2580,40,시흥 계수동 안골 유적,3호
825,37.3692234,126.7908638,3020,50,시흥 능곡동유적,청동기 4호 주거지
826,37.3692234,126.7908638,3050,50,시흥 능곡동유적,청동기 5호 주거지
827,37.3692234,126.7908638,3060,50,시흥 능곡동유적,청동기 6호 주거지
828,37.3692234,126.7908638,2750,70,시흥 능곡동유적,청동기 7호 주거지
829,35.6354623,128.6418387,2350,40,신당리,신당리 구간 Ⅰ구역 수혈주거지 6호
830,35.6354623,128.6418387,2730,40,신당리,신당리 구간 Ⅱ구역 수혈주거지 4호
831,35.6354623,128.6418387,2670,40,신당리,신당리 구간 Ⅱ구역 수혈주거지 5호
832,34.8735361,126.3099706,2530,40,신안 압해도 학동유적,1지구 1호 주거지
833,34.8735361,126.3099706,2830,90,신안 압해도 학동유적,1지구 2호 주거지
834,34.8735361,126.3099706,2500,50,신안 압해도 학동유적,2지구 1호 주거지
835,36.185908,126.7238599,2670,50,신안리 유적,KC-001
836,36.7937456,127.0617569,2850,50,아산 갈산리∙매곡리 유적,청동기시대 6호 주거지
837,36.7927215,126.9507373,2670,50,아산 남성리 유적,1지점 15호
838,36.7927215,126.9507373,2400,50,아산 남성리 유적,2지점 7호
839,36.7918048,127.0942438,2470,50,아산 대추리유적,10호
840,36.7918048,127.0942438,2470,40,아산 대추리유적,11호
841,36.7918048,127.0942438,2510,40,아산 대추리유적,12호
842,36.7918048,127.0942438,2480,40,아산 대추리유적,13호
843,36.7918048,127.0942438,2550,40,아산 대추리유적,14호
844,36.7918048,127.0942438,2510,50,아산 대추리유적,16호
845,36.7918048,127.0942438,2520,40,아산 대추리유적,17호
846,36.7918048,127.0942438,2490,40,아산 대추리유적,3호
847,36.7918048,127.0942438,2420,40,아산 대추리유적,4호
848,36.7918048,127.0942438,2660,40,아산 대추리유적,6호
849,36.796343,126.86627,2850,50,아산 대흥리 큰선장유적,11호
850,36.796343,126.86627,2520,100,아산 대흥리 큰선장유적,3호
851,36.925847,127.0488622,2240,50,아산 둔포리유적,Ⅱ지구 1호
852,36.925847,127.0488622,2280,60,아산 둔포리유적,Ⅱ지구 2호
853,36.925847,127.0488622,2680,50,아산 둔포리유적,Ⅱ지구 4호
854,36.8292861,127.0619392,2730,40,아산 명암리 곱터골유적,2지점 10호 
855,36.8292861,127.0619392,2650,40,아산 명암리 곱터골유적,2지점 23호 
856,36.8292861,127.0619392,2870,40,아산 명암리 곱터골유적,2지점 6호 
857,36.8292861,127.0619392,2860,40,아산 명암리 곱터골유적,3지점 8호 
858,36.8179577,127.0611978,2820,50,아산 명암리 밖지므레,2-1지점 9호
859,36.8179577,127.0611978,2700,50,아산 명암리 밖지므레,2-2지점 4호
860,36.8178725,127.0719833,2900,40,아산 명암리 유적,1호 주거지
861,36.8128954,127.0595929,2480,40,아산 명암리유적 11지점,청동기시대 중기 7호 주거지
862,36.8274477,127.062391,2820,50,아산 명암리유적(12지점),20호
863,36.8274477,127.062391,2860,60,아산 명암리유적(12지점),22호
864,36.8274477,127.062391,2520,50,아산 명암리유적(12지점),28호
865,36.8274477,127.062391,2810,50,아산 명암리유적(12지점),4호
866,36.8274477,127.062391,2700,50,아산 명암리유적(12지점),7호
867,36.8274477,127.062391,2850,50,아산 명암리유적(12지점),9호
868,36.7721739,127.0225715,2750,100,아산 밤줄길 유적,5호
869,36.7686928,127.0747606,2919,31,아산 북수리 유적,청동기시대 3호 주거지
870,36.7686928,127.0747606,2539,32,아산 북수리 유적,청동기시대 5호 주거지
871,36.7686928,127.0747606,2688,38,아산 북수리 유적,청동기시대 7호 주거지
872,36.7686928,127.0747606,2470,22,아산 북수리 유적,청동기시대 8호 주거지
873,36.7686928,127.0747606,2678,31,아산 북수리 유적,청동기시대 9호 주거지
874,36.9142745,127.0595972,2660,50,아산 석곡리유적,A-5지점 1호
875,36.8950235,127.066809,2790,30,아산 신휴리 · 석곡리 유적,III지역 청동기주거지 1호
876,36.8950235,127.066809,2670,30,아산 신휴리 · 석곡리 유적,IV지역 청동기주거지 11호
877,36.8950235,127.066809,2810,30,아산 신휴리 · 석곡리 유적,IV지역 청동기주거지 20호(노지)
878,36.8950235,127.066809,2720,30,아산 신휴리 · 석곡리 유적,IV지역 청동기주거지 21호(노지2)
879,36.8950235,127.066809,2780,30,아산 신휴리 · 석곡리 유적,IV지역 청동기주거지 5호
880,36.8950235,127.066809,2800,30,아산 신휴리 · 석곡리 유적,I지역 청동기주거지 1호
881,36.8950235,127.066809,2800,30,아산 신휴리 · 석곡리 유적,I지역 청동기주거지 5호
882,36.8950235,127.066809,2780,30,아산 신휴리 · 석곡리 유적,I지역 청동기주거지 6호(재층)
883,36.8223603,127.0468801,2840,40,아산 용두리 산골 유적,Ⅰ-1-2호
884,36.8223603,127.0468801,2550,44,아산 용두리 산골 유적,Ⅱ-1-11호
885,36.8223603,127.0468801,2880,50,아산 용두리 산골 유적,Ⅱ-1-8호
886,36.8223603,127.0468801,2830,40,아산 용두리 진터유적(I),11호
887,36.8223603,127.0468801,2720,40,아산 용두리 진터유적(I),12호
888,36.8223603,127.0468801,2780,40,아산 용두리 진터유적(I),19호
889,36.8223603,127.0468801,2820,40,아산 용두리 진터유적(I),20호
890,36.8223603,127.0468801,2770,40,아산 용두리 진터유적(I),21호
891,36.8223603,127.0468801,2920,50,아산 용두리 진터유적(I),24호
892,36.8223603,127.0468801,2840,40,아산 용두리 진터유적(I),25호
893,36.8223603,127.0468801,2710,40,아산 용두리 진터유적(I),27호
894,36.8223603,127.0468801,2510,40,아산 용두리 진터유적(I),30호
895,36.8223603,127.0468801,2730,40,아산 용두리 진터유적(I),6호
896,36.8223603,127.0468801,2810,40,아산 용두리 진터유적(I),9호
897,36.7700947,127.0013076,2810,50,아산 용화동 가재골유적,1지점 13호
898,36.7700947,127.0013076,2850,50,아산 용화동 가재골유적,1지점 22호
899,36.7700947,127.0013076,2480,60,아산 용화동 가재골유적,1지점 23호
900,36.7918048,127.0942438,2830,60,아산 장재리 안강골유적(Ⅰ),청동기 11호
901,36.7918048,127.0942438,2980,80,아산 장재리 안강골유적(Ⅰ),청동기 3호
902,36.7918048,127.0942438,2790,50,아산 장재리 안강골유적(Ⅰ),청동기 7호
903,36.7918048,127.0942438,2950,60,아산 장재리 안강골유적(Ⅰ),청동기 8호
904,36.772633,127.0168294,2850,60,아산 풍기동,1호
905,36.7694905,127.0244763,2820,50,아산 풍기동 밤줄길유적(Ⅱ),12호
906,36.7750006,127.0181747,2980,50,아산 풍기동 앞골 유적,청동기시대 15호 주거지
907,36.7750006,127.0181747,3040,50,아산 풍기동 앞골 유적,청동기시대 16호주거지
908,36.7750006,127.0181747,2970,50,아산 풍기동 앞골 유적,청동기시대 17호주거지
909,36.7750006,127.0181747,3030,50,아산 풍기동 앞골 유적,청동기시대 18호주거지
910,36.7750006,127.0181747,2860,50,아산 풍기동 앞골 유적,청동기시대 1호주거지
911,36.7750006,127.0181747,2660,50,아산 풍기동 앞골 유적,청동기시대 24호주거지
912,36.7750006,127.0181747,2690,50,아산 풍기동 앞골 유적,청동기시대 2호주거지
913,36.7750006,127.0181747,2880,50,아산 풍기동 앞골 유적,청동기시대 3호주거지
914,36.7750006,127.0181747,2850,50,아산 풍기동 앞골 유적,청동기시대 5호주거지
915,36.7750006,127.0181747,3020,50,아산 풍기동 앞골 유적,청동기시대 9호주거지
916,36.8037363,127.0571793,2670,30,아산 행승리 유적,청동기 주거지 3호
917,36.8037363,127.0571793,2800,30,아산 행승리 유적,청동기 주거지 4호
918,36.4203032,126.4100557,1590,60,"안면도 고남리 패총 3,4차 발굴",B-1 패총 2호 주거지
919,37.0072403,127.170633,2670,50,안성 만정리 신기유적,3지점 청동기 1호 주거지
920,37.0072403,127.170633,2530,50,안성 만정리 신기유적,3지점 청동기 2호 주거지
921,37.0072403,127.170633,2470,50,안성 만정리 신기유적,3지점 청동기 3호 주거지
922,37.0072403,127.170633,2590,50,안성 만정리 신기유적,3지점 청동기 4호 주거지
923,37.0072403,127.170633,2920,50,안성 만정리 신기유적,4지점 청동기 1호 주거지
924,37.0072403,127.170633,2840,50,안성 만정리 신기유적,5지점 청동기 1호 주거지
925,37.0206822,127.1579272,2900,40,안성 반제리 유적,청동기시대 4호 주거지
926,37.0206822,127.1579272,3020,80,안성 반제리 유적,청동기시대 5호 주거지
927,37.4116264,126.9713625,2950,60,안양 관양동 선사유적,1호 주거지
928,37.4116264,126.9713625,2370,90,안양 관양동 선사유적,2호 주거지
929,37.4116264,126.9713625,2680,60,안양 관양동 선사유적,3호 주거지
930,37.4116264,126.9713625,2740,40,안양 관양동 선사유적,4호 주거지
931,37.4116264,126.9713625,2870,50,안양 관양동 선사유적,5호 주거지
932,37.4116264,126.9713625,2740,40,안양 관양동 선사유적,6호 주거지
933,37.4116264,126.9713625,2440,60,안양 관양동 선사유적,8호 주거지 1호 노지
934,38.1331138,127.9864121,1630,40,양구 고대리 유적,청동기시대 13호
935,38.1331138,127.9864121,2330,50,양구 고대리 유적,청동기시대 14호
936,38.1331138,127.9864121,2420,40,양구 고대리 유적,청동기시대 15호
937,38.1331138,127.9864121,2660,50,양구 고대리 유적,청동기시대 18호
938,38.1331138,127.9864121,2380,50,양구 고대리 유적,청동기시대 19호
939,38.1331138,127.9864121,2300,40,양구 고대리 유적,청동기시대 1호
940,38.1331138,127.9864121,2540,50,양구 고대리 유적,청동기시대 24호
941,38.1331138,127.9864121,2540,50,양구 고대리 유적,청동기시대 26호
942,38.1331138,127.9864121,2400,40,양구 고대리 유적,청동기시대 27호
943,38.1331138,127.9864121,2460,40,양구 고대리 유적,청동기시대 31호
944,38.1331138,127.9864121,2720,50,양구 고대리 유적,청동기시대 33호
945,38.1331138,127.9864121,2920,40,양구 고대리 유적,청동기시대 37호
946,38.1331138,127.9864121,2460,40,양구 고대리 유적,청동기시대 46호
947,38.1331138,127.9864121,2930,50,양구 고대리 유적,청동기시대 48호
948,38.1331138,127.9864121,2230,40,양구 고대리 유적,청동기시대 4호
949,38.1331138,127.9864121,2720,40,양구 고대리 유적,청동기시대 57호
950,38.1331138,127.9864121,2760,40,양구 고대리 유적,청동기시대 60호
951,38.1331138,127.9864121,2500,40,양구 고대리 유적,청동기시대 64호
952,38.1331138,127.9864121,2520,40,양구 고대리 유적,청동기시대 65호
953,38.1331138,127.9864121,2750,40,양구 고대리 유적,청동기시대 66호
954,38.1331138,127.9864121,2540,40,양구 고대리 유적,청동기시대 68호
955,38.1331138,127.9864121,2660,40,양구 고대리 유적,청동기시대 6호
956,38.1331138,127.9864121,2600,40,양구 고대리 유적,청동기시대 73호
957,38.1331138,127.9864121,2600,40,양구 고대리 유적,청동기시대 74호
958,38.1331138,127.9864121,2760,40,양구 고대리 유적,청동기시대 75호
959,38.1331138,127.9864121,2540,40,양구 고대리 유적,청동기시대 76호
960,38.1331138,127.9864121,2560,40,양구 고대리 유적,청동기시대 79호
961,38.1331138,127.9864121,2750,40,양구 고대리 유적,청동기시대 81호
962,38.1331138,127.9864121,2440,40,양구 고대리 유적,청동기시대 83호
963,38.1331138,127.9864121,2610,40,양구 고대리 유적,청동기시대 86호
964,38.1331138,127.9864121,2830,40,양구 고대리 유적,청동기시대 89호
965,38.1331138,127.9864121,2190,40,양구 고대리 유적,청동기시대 9호
966,38.1220193,127.9888652,2650,50,양구 하리 유적,1호 YMCC-14
967,38.2825022,128.1426235,2980,50,양구 해안 만대리 유적,2호 주거지
968,35.3937102,129.1555381,2716,19,양산 주진동 55-15 유적,청15호 주거지 목탄(내부토)
969,37.920648,128.7626116,2810,60,양양 임호정리 유적,1호 주거지 노지 내부
970,37.920648,128.7626116,2770,50,양양 임호정리 유적,2호 주거지 바닥면
971,37.9220034,128.7795525,2700,60,양양 임호정리 유적,3호 주거지
972,37.9220034,128.7795525,2920,50,양양 임호정리 유적,4호 주거지
973,37.467855,127.5615786,3040,50,양평 삼성리 유적,주거지 1호 (삼성리)
974,37.467855,127.5615786,2580,50,양평 삼성리 유적,주거지 2호 (삼성리)
975,37.5517093,127.3193779,2570,40,양평군 양수리 상석정마을,B2-S1(B-2호 주거지 남동부 기둥)
976,34.7471249,127.6840325,2490,40,여수 웅천동 웅동유적,송국리형 주거지
977,34.8437015,127.7172487,2740,50,여수 월내동 상촌지석묘,상촌 지석묘Ⅲ 2호
978,34.8439868,127.7182384,2720,50,"여수 월내동 상촌지석묘(여수 적량동 상전 지석묘 I, II, IV)",상촌 지석묘Ⅱ 1호
979,34.6953307,127.6049463,2600,40,여수 화동리 안골유적,1호
980,34.6953307,127.6049463,2190,60,여수 화동리 안골유적,3-1호(어깨선 위)
981,35.9010102,127.4386776,2570,40,여의곡 유적,A-2호
982,35.9010102,127.4386776,2430,40,여의곡 유적,B-3호
983,36.4800984,127.2890354,2970,50,연기 대평리 유적,"3-1,2-C지점 1호"
984,36.4800984,127.2890354,2930,50,연기 대평리 유적,"3-1,2-C지점 27호"
985,36.4800984,127.2890354,2720,50,연기 대평리 유적,"3-1,2-C지점 5호"
986,36.4800984,127.2890354,2930,50,연기 대평리 유적,"3-1,2-C지점 6호"
987,36.4720394,127.2716074,2750,50,연기 대평리유적,A지점 청동기 11호
988,36.4720394,127.2716074,3070,50,연기 대평리유적,A지점 청동기 12호
989,36.4720394,127.2716074,2950,50,연기 대평리유적,A지점 청동기 5호
990,36.4720394,127.2716074,2990,40,연기 대평리유적,KC-003
991,36.4720394,127.2716074,2850,60,연기 대평리유적,KC-014
992,36.4720394,127.2716074,2930,40,연기 대평리유적,KC-017
993,36.4720394,127.2716074,2720,50,연기 대평리유적,KC-018
994,36.4957324,127.3046888,2860,40,연기 봉기리 유적; 116번 유적(연기 석삼리 대박골·봉기리·반속리유적),C지점 청동기 주거지 4호 - 내부
995,36.4957324,127.3046888,2930,50,연기 봉기리 유적; 116번 유적(연기 석삼리 대박골·봉기리·반속리유적),E지점 청동기 주거지 1호 
996,36.48595,127.276126,2890,50,연기 송담리유적,28지점 KC-001
997,36.493057,127.27344,2730,50,연기 송담리유적,28지점 KC-012
998,36.493057,127.27344,2960,50,연기 송담리유적,28지점 KC-031
999,36.493057,127.27344,2840,50,연기 송담리유적,29-1지점 KC-002
1000,36.493057,127.27344,2880,50,연기 송담리유적,29-3지점 KC-006
1001,36.493057,127.27344,2860,50,연기 송담리유적,29-3지점 KC-008
1002,36.493057,127.27344,2870,50,연기 송담리유적,30지점 KC-001
1003,36.493057,127.27344,2890,50,연기 송담리유적,30지점 KC-005
1004,36.493057,127.27344,2760,50,연기 송담리유적,34지점 KC-001
1005,36.472006,127.248661,2400,50,연기 송원리유적,9지구 KC-001
1006,36.472006,127.248661,2460,50,연기 송원리유적,9지구 KC-002
1007,36.472006,127.248661,2800,50,연기 송원리유적,9지구 KC-003
1008,36.472006,127.248661,2740,50,연기 송원리유적,KC-005
1009,36.472006,127.248661,2590,50,연기 송원리유적,KC-011
1010,36.472006,127.248661,2700,50,연기 송원리유적,KC-014
1011,36.472006,127.248661,2760,50,연기 송원리유적,KC-017
1012,36.472006,127.248661,2930,50,연기 송원리유적,KC-022
1013,36.472006,127.248661,2870,60,연기 송원리유적,KC-025 주거지 중앙
1014,36.472006,127.248661,2860,50,연기 송원리유적,KC-030
1015,36.472006,127.248661,2940,50,연기 송원리유적,KC-032
1016,36.472006,127.248661,2860,50,연기 송원리유적,KC-033
1017,36.472006,127.248661,2920,50,연기 송원리유적,KC-034
1018,36.472006,127.248661,2850,50,연기 송원리유적,KC-035
1019,36.472006,127.248661,2930,50,연기 송원리유적,KC-036
1020,36.472006,127.248661,2870,50,연기 송원리유적,KC-038
1021,36.472006,127.248661,2790,50,연기 송원리유적,KC-041
1022,36.472006,127.248661,2800,50,연기 송원리유적,KC-042 바닥면 중앙
1023,36.472006,127.248661,2720,60,연기 송원리유적,KC-045
1024,36.472006,127.248661,2940,50,연기 송원리유적,KC-049
1025,36.472006,127.248661,2660,80,연기 송원리유적,KC-076
1026,36.5590171,127.3266613,2860,40,연기 용호리 용산유적(연기 용호리 용산 합강리유적),10호
1027,36.5590171,127.3266613,2810,40,연기 용호리 용산유적(연기 용호리 용산 합강리유적),1호
1028,36.5590171,127.3266613,2740,50,연기 용호리 용산유적(연기 용호리 용산 합강리유적),2호
1029,36.5590171,127.3266613,2530,40,연기 용호리 용산유적(연기 용호리 용산 합강리유적),4호
1030,36.5590171,127.3266613,2960,40,연기 용호리 용산유적(연기 용호리 용산 합강리유적),6호
1031,36.5590171,127.3266613,2910,50,연기 용호리 용산유적(연기 용호리 용산 합강리유적),9호
1032,36.5590171,127.3266613,2800,50,연기 용호리 유적,2호 주거지
1033,36.5590171,127.3266613,2840,50,연기 용호리 유적,6호 주거지 2
1034,36.4806145,127.3082727,2910,40,연기 장재리유적,103지점 11호
1035,36.4806145,127.3082727,2760,40,연기 장재리유적,103지점 2호
1036,36.4806145,127.3082727,2880,40,연기 장재리유적,103지점 4호
1037,36.4806145,127.3082727,2820,40,연기 장재리유적,103지점 5호 
1038,36.4806145,127.3082727,2930,40,연기 장재리유적,104지점 1호
1039,36.5163355,127.337575,2800,40,연기 합강리 생줄유적(연기 용호리 용산 합강리유적),10호
1040,36.5163355,127.337575,2830,40,연기 합강리 생줄유적(연기 용호리 용산 합강리유적),13호
1041,36.5163355,127.337575,2520,40,연기 합강리 생줄유적(연기 용호리 용산 합강리유적),14호
1042,38.1092744,126.9969426,2670,40,연천 강내리 유적,5호 주거지
1043,38.1092744,126.9969426,2840,40,연천 강내리 유적,6호 주거지
1044,35.2923829,126.452146,2495,20,영광 논산리 금정유적,1호 주거지 타원형 구덩이
1045,35.2923829,126.452146,2470,20,영광 논산리 금정유적,3호 주거지 타원형 구덩이
1046,35.2923829,126.452146,2440,20,영광 논산리 금정유적,4호 주거지 타원형 구덩이
1047,35.306996,126.561604,2440,80,"영광 마전유적(영광 마전, 군동, 원당, 수동유적)",청-10호주거지 타원형구덩이
1048,35.3070694,126.561604,2470,90,"영광 마전유적(영광 마전, 군동, 원당, 수동유적)",청-1호주거지 타원형구덩이
1049,35.306996,126.561604,2730,40,"영광 마전유적(영광 마전, 군동, 원당, 수동유적)",청-2호주거지 타원형구덩이
1050,35.306996,126.561604,2740,40,"영광 마전유적(영광 마전, 군동, 원당, 수동유적)",청-5호주거지 타원형구덩이
1051,35.306996,126.561604,2620,40,"영광 마전유적(영광 마전, 군동, 원당, 수동유적)",청-6호주거지 타원형구덩이
1052,35.2701637,126.5563104,2610,60,영광 운당리,15호 주거지
1053,35.2701637,126.5563104,2610,50,영광 운당리,16호 주거지
1054,34.7509064,126.5524319,3930,120,영암 장천리,7호 주거지
1055,37.1242143,128.5961561,2890,50,영월 와석리유적,Ⅰ-1호
1056,37.1242143,128.5961561,2900,40,영월 와석리유적,Ⅰ-2호
1057,37.1242143,128.5961561,2980,40,영월 와석리유적,Ⅰ-3호
1058,37.1242143,128.5961561,2950,50,영월 와석리유적,Ⅰ-4호
1059,37.1242143,128.5961561,2920,50,영월 와석리유적,Ⅰ-6호
1060,37.1242143,128.5961561,2810,40,영월 와석리유적,Ⅱ-1호
1061,37.2680762,128.2697815,2780,40,영월 주천리 유적,청동기 12호 영월주천-09
1062,37.2680762,128.2697815,2980,40,영월 주천리 유적,청동기 14호 영월주천-10
1063,37.2680762,128.2697815,2840,40,영월 주천리 유적,청동기 15호 영월주천-11
1064,37.2680762,128.2697815,2890,40,영월 주천리 유적,청동기 16호 영월주천-12
1065,37.2680762,128.2697815,2930,40,영월 주천리 유적,청동기 17호 영월주천-13
1066,37.2680762,128.2697815,2840,40,영월 주천리 유적,청동기 1호 영월주천-03
1067,37.2680762,128.2697815,2800,40,영월 주천리 유적,청동기 4호 영월주천-04
1068,37.2680762,128.2697815,2880,40,영월 주천리 유적,청동기 5호 영월주천-05
